BBOalert, SEF
1D1S,Db,8+HL 4!h OU 8-10HL 5!h
1D2C,Db,8+HL 4+!h ou 4+!s
1D2H,Db,10+HL 4!s OU 10-11HL 5!s
1D2S,Db,10+HL 4!h OU 10-11HL 5!h
1D3H,Db,12+HL 4+!s
1D3S,Db,12+HL 4+!h
1D4H,Db,12+HL 4+!s
1D4S,Db,12+HL optionnel
,1D,12-23HL
1D--,1H,5+HL
1D--1H--,1N,12-15HL sans 4!h ni 4!s
1D--1H--1N--,2C,11+HL Roudi (constant)
1D--1H--1N--2C--,2D,12-13HL 2!h
1D--1H--1N--2C--,2H,12-13HL 3!h
1D--1H--1N--2C--,2N,14-15HL 2!h
1D--1H--1N--2C--,2S,14-15HL 3!h
1D--1H--1N--,2D,
1D--1H--1N--,2H,
1D--1H--1N--,2N,!c
1D--1H--1N--,2S,5!h
1D--1H--1N--,3C,5!h
1D--1H--1N--,3D,13+HLD
1D--1H--1N--,3H,
1D--1H--1N--,3N,12-18HL
1D--1H--1N--,4N,18-19HL (quantitatif)
1D--1H--,1S,12-19HL
1D--1H--1S--,1N,6-10HL
1D--1H--1S--,2C,4e forcing
1D--1H--1S--,2D,6-11HLD
1D--1H--1S--,2H,6-10HL
1D--1H--1S--,2N,11-12HL
1D--1H--1S--,2S,6-10HLD
1D--1H--1S--,3C,13+HL 5!c-5!h
1D--1H--1S--,3D,12+HLD
1D--1H--1S--,3H,11-12HL
1D--1H--1S--,3N,13-15HL
1D--1H--1S--,3S,11-12HLD
1D--1H--1S--,4H,13-15HL
1D--1H--1S--,4S,13-15HLD
1D--1H--,2C,12-19HL
1D--1H--,2D,12-17HL
1D--1H--,2H,12-16HLD
1D--1H--,2N,18-19H 2-3!h
1D--1H--2N--,3C,Check-Back Stayman
1D--1H--2N--3C--,3D,3!s-2!h-5!d-3!c
1D--1H--2N--3C--,3H,3!h
1D--1H--2N--3C--,3N,3!s-2!h-4!d-4!c
1D--1H--2N--3C--,3S,4!s-2!h
1D--1H--2N--,3D,
1D--1H--2N--,3H,
1D--1H--2N--,3S,5!s-6!h
1D--1H--2N--,4C,5!c-5!h
1D--1H--2N--,4D,5!d-5!h
1D--1H--2N--,4H,
1D--1H--2N--,4N,14H (quantitatif)
1D--1H--,2S,20+HL
1D--1H--,3C,20+HL
1D--1H--,3D,18-19HL
1D--1H--,3H,17-19HLD
1D--1H--,3N,18-19H 4!h
1D--1H--,3S,4!h 0-1!s
1D--1H--,4C,4!h 0-1!c
1D--1H--,4H,20-21HLD
1D--,1N,5-10HL sans majeure 4e
1D--1N--,2C,12-18HL
1D--1N--,2D,12-16HL
1D--1N--,2H,17+HL
1D--1N--,2N,18-19H
1D--1N--,2S,17+HL
1D--1N--,3C,19+HL
1D--1N--,3D,17-19HL
1D--1N--,3H,19+HL 6!d-5!h
1D--1N--,3N,20+HL
1D--1N--,3S,19+HL 6!D-5!s
1D--,1S,5+HL
1D--1S--,1N,12-15HL
1D--1S--1N--,2C,11+HL Roudi (constant)
1D--1S--1N--2C--,2D,12-13HL 2!s
1D--1S--1N--2C--,2H,12-13HL 3!s
1D--1S--1N--2C--,2N,14-15HL 2!s
1D--1S--1N--2C--,2S,14-15HL 3!s
1D--1S--1N--,2D,
1D--1S--1N--,2H,5!s
1D--1S--1N--,2N,!c
1D--1S--1N--,2S,
1D--1S--1N--,3C,5!s
1D--1S--1N--,3D,13+HLD
1D--1S--1N--,3H,5!s
1D--1S--1N--,3N,12-18HL
1D--1S--1N--,3S,
1D--1S--1N--,4N,18-19HL (quantitatif)
1D--1S--,2C,12-19HL
1D--1S--,2D,12-17HL
1D--1S--2D--,2H,9-10+H 3e forcing
1D--1S--2D--,2S,
1D--1S--,2H,17+HL
1D--1S--2H--,2N,modérateur
1D--1S--2H--2N--,3D,minimum (passe ou corrige)
1D--1S--2H--,2S,
1D--1S--2H--,3C,5!s
1D--1S--2H--,3D,
1D--1S--2H--,3H,
1D--1S--,2N,18-19H 2-3!s
1D--1S--2N--,3C,Check-Back Stayman
1D--1S--2N--3C--,3D,2!s-3!h-5!d-3!c
1D--1S--2N--3C--,3H,4!h-2!s
1D--1S--2N--3C--,3N,2!s-3!h-4!d-4!c
1D--1S--2N--3C--,3S,3!s
1D--1S--2N--,3D,
1D--1S--2N--,3H,5!h-5!s
1D--1S--2N--,3S,
1D--1S--2N--,4C,5!c-5!s
1D--1S--2N--,4D,5!d-5!s
1D--1S--2N--,4H,5!h-5!s (passe ou corrige)
1D--1S--2N--,4N,14H (quantitatif)
1D--1S--2N--,4S,
1D--1S--,2S,12-16HLD
1D--1S--,3C,20+HL
1D--1S--,3D,18-19HL
1D--1S--,3H,20+HL
1D--1S--,3N,18-19H 4!s
1D--1S--,3S,17-19HLD
1D--1S--,4C,4!s 0-1!c
1D--1S--,4H,4!s 0-1!h
1D--1S--,4S,20-21HLD
1D--,2C,11+HL
1D--2C--,2D,12-17HL
1D--2C--,2H,17+HL
1D--2C--,2N,12-15HL
1D--2C--,2S,17+HL
1D--2C--,3C,13-19HLD
1D--2C--,3D,18-19HL
1D--,2D,6-10HLD
1D--,2H,16+HL fit !d
1D--,2N,11-12HL sans majeure 4e
1D--,2S,16+HL fit !d
1D--,3C,16+HL fit !d
1D--,3D,11-12HLD
1D--,3N,13-15HL sans majeure 4e
1H2C,Db,8+HL 4!s OU 8-10HL 5!s
1H2D,Db,8+HL 4!s OU 8-10HL 5!s
1H3S,Db,12+HL bicolore mineur
1H4S,Db,12+HL optionnel
1N2D,2H,
1N2D,2N,!c
1N2D,2S,
1N2D,3C,Stayman
1N2D,3D,!h
1N2D,3H,!s
1N2D,Db,8H
1N2H,2N,!c
1N2H,2S,
1N2H,3C,!d
1N2H,3D,4!s
1N2H,3H,!s
1N2H,Db,8H
1N2S,2N,!c
1N2S,3C,!d
1N2S,3D,!h
1N2S,3H,4!h
1N2S,Db,8H
,1N,15-17H
1NDb,2C,Stayman
1NDb2CDb,2D,
1NDb2CDb,2H,pas 4!s
1NDb2CDb2N,4C,Transfert !h
1NDb2CDb2N,4D,Transfert !s
1NDb2CDb,2N,17H arrêts !c
1NDb2CDb,2S,pas 4!h
1NDb2CDb,3C,4!h-4!s
1NDb2CDb,--,sans majeure 4e
1NDb2C--,2D,sans majeure 4e
1NDb2C--2D--,2H,8-9HL
1NDb2C--2D--,2S,8-9HL
1NDb2C--2D--,3H,5!s-4!h (chassé-croisé)
1NDb2C--2D--,3S,5!h-4!s (chassé-croisé)
1NDb2C--,2H,pas 4!s
1NDb2C--2H--,2S,8-9HL
1NDb2C--,2N,4!h-4!s
1NDb2C--2N--,3H,
1NDb2C--2N--,3S,
1NDb2C--2N--,4C,Transfert !h
1NDb2C--2N--,4D,Transfert !s
1NDb2C--,2S,pas 4!h
1NDb,2D,5+!h
1NDb,2H,5+!s
1NDb,2N,8-9HL
1NDb,2S,6+!c
1NDb,3C,6+!d
1NDb,3D,FM
1NDb,3H,FM
1NDb,3N,9-15HL
1NDb,3S,FM
1NDb,4C,Gerber 03/14/2
1NDb4C--,4D,0/3 As
1NDb4C--4D--,5C,Demande Rois 03/14/2
1NDb4C--,4H,1/4 As
1NDb4C--4H--,5C,Demande Rois 03/14/2
1NDb4C--,4S,2 As
1NDb4C--4S--,5C,Demande Rois 03/14/2
1NDb,4H,
1NDb,4N,16HL (quantitatif)
1NDb,4S,
1N--,2C,Stayman 8+HL
1N--2CDb,2D,
1N--2CDb,2H,pas 4!s
1N--2CDb2N,4C,Transfert !h
1N--2CDb2N,4D,Transfert !s
1N--2CDb,2N,17H arrêts !c
1N--2CDb,2S,pas 4!h
1N--2CDb,3C,4!h-4!s
1N--2CDb,--,sans majeure 4e
1N--2C--,2D,sans majeure 4e
1N--2C--2D--,2H,8-9HL
1N--2C--2D--,2S,8-9HL
1N--2C--2D--,3H,5!s-4!h (chassé-croisé)
1N--2C--2D--,3S,5!h-4!s (chassé-croisé)
1N--2C--,2H,pas 4!s
1N--2C--2H--,2S,8-9HL
1N--2C--,2N,4!h-4!s
1N--2C--2N--,3H,
1N--2C--2N--,3S,
1N--2C--2N--,4C,Transfert !h
1N--2C--2N--,4D,Transfert !s
1N--2C--,2S,pas 4!h
1N--,2D,5+!h
1N--2DDb,2H,
1N--2DDb2H--,2N,8-9HL
1N--2DDb2H--,2S,
1N--2DDb2H--,3C,9-15HL
1N--2DDb2H--,3D,9-15HL
1N--2DDb2H--,3H,8-9HL
1N--2DDb2H--,3N,9-15HL
1N--2DDb2H--,4N,16HL (quantitatif)
1N--2DDb,3H,17H
1N--2DDb,--,2!h
1N--2D--,2H,
1N--2D--2H--,2N,8-9HL
1N--2D--2H--,2S,
1N--2D--2H--,3C,9-15HL
1N--2D--2H--,3D,9-15HL
1N--2D--2H--,3H,8-9HL
1N--2D--2H--,3N,9-15HL
1N--2D--2H--,4N,16HL (quantitatif)
1N--2D--,3H,17H
1N--,2H,5+!s
1N--2HDb,2S,
1N--2HDb2S--,2N,8-9HL
1N--2HDb2S--,3C,9-15HL
1N--2HDb2S--,3D,9-15HL
1N--2HDb2S--,3H,
1N--2HDb2S--,3N,9-15HL
1N--2HDb2S--,3S,8-9HL
1N--2HDb2S--,4H,
1N--2HDb2S--,4N,16HL
1N--2HDb,--,2!s
1N--2H--,2S,
1N--2H--2S--,2N,8-9HL
1N--2H--2S--,3C,9-15HL
1N--2H--2S--,3D,9-15HL
1N--2H--2S--,3H,
1N--2H--2S--,3N,9-15HL
1N--2H--2S--,3S,8-9HL
1N--2H--2S--,4H,
1N--2H--2S--,4N,16HL
1N--,2N,8-9HL
1N--,2S,6+!c
1N--2S--3C--,3D,
1N--2S--3C--,3H,singleton !s
1N--2S--3C--,3N,singleton !d
1N--2S--3C--,3S,singleton !h
1N--2S--3C--,4N,16HL (quantitatif)
1N--,3C,6+!d
1N--3C--3D--,3H,singleton !s
1N--3C--3D--,3N,singleton !c
1N--3C--3D--,3S,singleton !h
1N--3C--3D--,4N,16HL (quantitatif)
1N--,3D,FM
1N--,3H,FM
1N--,3N,9-15HL
1N--,3S,FM
1N--,4C,Gerber 03/14/2
1N--4C--,4D,0/3 As
1N--4C--4D--,5C,Demande Rois 03/14/2
1N--4C--,4H,1/4 As
1N--4C--4H--,5C,Demande Rois 03/14/2
1N--4C--,4S,2 As
1N--4C--4S--,5C,Demande Rois 03/14/2
1N--,4D,5+!h-5+!s
1N--,4H,
1N--,4N,16HL (quantitatif)
1N--,4S,
1S2C,Db,8+HL 4!h OU 8-10HL 5!h
1S2D,Db,8+HL 4!h OU 8-10HL 5!h
1S2H,Db,10+HL 4+min OU 10-11HL 5+min
1S3D,Db,10-11HL 4+!h
1S3H,Db,12+HL bicolore mineur
1S4H,Db,12+HL optionnel
,2C,Fort Indéterminé (semi-FM)
2C--,2D,
2C--2D--,2H,20-23HL
2C--2D--2H--,2N,11+H
2C--2D--2H--,2S,8+H
2C--2D--2H--,3C,8+H
2C--2D--2H--,3D,8+H
2C--2D--2H--,3H,
2C--2D--2H--,3N,8-10H
2C--2D--2H--,4H,
2C--2D--,2N,22-23HL
2C--2D--2N--,3C,Stayman 3+HL
2C--2D--2N--3C--,3D,sans majeure 4e
2C--2D--2N--3C--3D--,3H,5!s-4!h (chassé-croisé)
2C--2D--2N--3C--3D--,3N,3-9HL
2C--2D--2N--3C--3D--,3S,5!h-4!h (chassé-croisé)
2C--2D--2N--3C--3D--,4N,10HL (quantitatif)
2C--2D--2N--3C--,3H,pas 4!s
2C--2D--2N--3C--3H--,3N,3-9HL
2C--2D--2N--3C--3H--,4N,10HL (quantitatif)
2C--2D--2N--3C--,3N,4!h-4!s
2C--2D--2N--3C--3N--,4C,Transfert !h
2C--2D--2N--3C--3N--,4D,Transfert !s
2C--2D--2N--3C--,3S,pas 4!h
2C--2D--2N--3C--3S--,3N,3-9HL
2C--2D--2N--3C--3S--,4N,10HL (quantitatif)
2C--2D--2N--,3D,5+!h
2C--2D--2N--3D--,4H,21H
2C--2D--2N--,3H,5+!s
2C--2D--2N--3H--,4S,21H
2C--2D--2N--,3N,3-9HL sans majeure 4e
2C--2D--2N--,3S,6+!c
2C--2D--2N--,4C,6+!d
2C--2D--2N--,4D,5!h-5!s
2C--2D--2N--,4H,
2C--2D--2N--,4N,10HL (quantitatif)
2C--2D--2N--,4S,
2C--2D--,2S,20-23HL
2C--2D--2S--,2N,11+H
2C--2D--2S--,3C,8+H
2C--2D--2S--,3D,8+H
2C--2D--2S--,3H,8+H
2C--2D--2S--,3N,8-10H
2C--2D--2S--,3S,
2C--2D--2S--,4S,
2C--2D--,3C,8-9 levées de jeu
2C--2D--,3D,8-9 levées de jeu
2C--2D--,3H,8 levées de jeu
2C--2D--,3N,Bicolore Majeur de 3-4 perdantes
2C--2D--,3S,8 levées de jeu
2C--,2H,deux gros honneurs !h
2C--,2N,10-12H
2C--,2S,deux gros honneurs !s
2C--,3C,deux gros honneurs !c
2C--,3D,deux gros honneurs !d
,2D,FM demande d'as
2D--,2H,0-7H sans As ni 2 Rois
2D--2H--,2S,
2D--2H--,3C,
2D--2H--,3D,
2D--2H--,3H,pas 4!s
2D--2H--,3S,5+!h-4!s
2D--2H--,4H,
2D--2H--,4S,
2D--,2N,8+H ou 2 Rois; sans As
2D--2N--,3C,
2D--2N--,3D,
2D--2N--,3H,
2D--2N--,3S,
2D--2N--,4H,
2D--2N--,4S,
2D--,2S,1 As majeur
2D--2S--,3C,
2D--2S--,3D,
2D--2S--,3H,
2D--2S--,3S,
2D--2S--,4H,
2D--2S--,4S,
2D--,3C,As de !c
2D--3C--,3D,
2D--3C--,3H,
2D--3C--,3S,
2D--3C--,4H,
2D--3C--,4S,
2D--,3D,As de !d
2D--3D--,3H,
2D--3D--,3S,
2D--3D--,4H,
2D--3D--,4S,
2D--,3H,2 As noirs ou rouges (CRM)
2D--,3N,2 As !c/!h ou !d/!s (CRM)
2D--,3S,2 As mineurs ou majeurs (CRM)
2H2N,Db,punitif
2H2S2N,3C,Contrôle (maximum)
2H2S2N,3D,Contrôle (maximum)
2H2S2N,3H,minimum
2H2S2N,3N,beaux !h sans contrôle extérieur
2H2S2N,3S,Contrôle (maximum)
2H2S2N,4C,Please read chat#courte !c et beaux !h sans contrôle extérieur
2H2S2N,4D,Please read chat#courte !d et beaux !h sans contrôle extérieur
2H2S2N,4H,Please read chat#courte !s et beaux !h sans contrôle extérieur
2H2S,2N,2+!h
2H2S,Db,punitif
2H3C,Db,punitif
2H3D,Db,punitif
,2H,6-10H
2HDb,2N,2+!h
2HDb,2S,
2HDb,3C,
2HDb,3D,
2HDb,3H,
2HDb,Rd,fort tendance punitive
2H--,2N,2+!h
2H--2N--,3C,Contrôle (maximum)
2H--2N--,3D,Contrôle (maximum)
2H--2N--,3H,minimum
2H--2N--,3N,beaux !h sans contrôle extérieur
2H--2N--,3S,Contrôle (maximum)
2H--2N--,4C,Please read chat#courte !c et beaux !h sans contrôle extérieur
2H--2N--,4D,Please read chat#courte !d et beaux !h sans contrôle extérieur
2H--2N--,4H,Please read chat#courte !s et beaux !h sans contrôle extérieur
2H--,2S,16+HL pas 2!h
2H--2S--,3C,Contrôle (maximum)
2H--2S--,3D,Contrôle (maximum)
2H--2S--,3H,minimum
2H--2S--,3S,fit
2H--,3C,16+HL pas 2!h
2H--3C--,3H,minimum
2H--3C--,4C,fit
2H--,3D,16+HL pas 2!h
2H--3D--,3H,minimum
2H--3D--,4D,fit
2H--,3H,
2H--,4H,
2H--,4S,
,2N,20-21H
2N--,3C,Stayman 5+HL
2N--3C--,3D,sans majeure 4e
2N--3C--3D--,3H,5!s-4!h (chassé-croisé)
2N--3C--3D--,3N,5-11HL
2N--3C--3D--,3S,5!h-4!h (chassé-croisé)
2N--3C--3D--,4N,12HL (quantitatif)
2N--3C--,3H,pas 4!s
2N--3C--3H--,3N,5-11HL
2N--3C--3H--,4N,12HL (quantitatif)
2N--3C--,3N,4!h-4!s
2N--3C--3N--,4C,Transfert !h
2N--3C--3N--,4D,Transfert !s
2N--3C--,3S,pas 4!h
2N--3C--3S--,3N,5-11HL
2N--3C--3S--,4N,12HL (quantitatif)
2N--,3D,5+!h
2N--3D--,4H,21H
2N--,3H,5+!s
2N--3H--,4S,21H
2N--,3N,5-11HL sans majeure 4e
2N--,3S,6+!c
2N--,4C,6+!d
2N--,4D,5!h-5!s
2N--,4H,
2N--,4N,12HL (quantitatif)
2N--,4S,
,2S,6-10H
2S--,2N,16+HL
2S--2N--,3C,Contrôle (maximum)
2S--2N--,3D,Contrôle (maximum)
2S--2N--,3H,Contrôle (maximum)
2S--2N--,3N,beaux !s sans contrôle extérieur
2S--2N--,3S,minimum
2S--2N--,4C,Please read chat#courte !c et beaux !s sans contrôle extérieur
2S--2N--,4D,Please read chat#courte !d et beaux !s sans contrôle extérieur
2S--2N--,4H,Please read chat#courte !h et beaux !s sans contrôle extérieur
2S--,3C,16+HL pas 2!s
2S--3C--,3S,minimum
2S--3C--,4C,fit
2S--,3D,16+HL pas 2!s
2S--3D--,3S,minimum
2S--3D--,4D,fit
2S--,3H,16+HL pas 2!s
2S--3H--,3S,minimum
2S--3H--,4H,
2S--,4H,
,3C,5-10H
,3D,5-10H
,3H,5-10H
,3N,Please read chat#Gambling (mineure 7e affranchie sans arrêt annexe)
,3S,5-10H
Option,Opening @1@2
1H1S,1N,8-10HL; arrêt !s
1H1S,2C,11+HL
1H1S,2D,11+HL
1H1S,2H,7-10HLD
1H1S,2N,11-12HL arrêt !s et demi
1H1S,2S,12+H 4+!h
1H1S,3C,6-9H
1H1S,3D,6-9H
1H1S,3H,11-12HLD
1H1S,3N,12-14HL arrêt !s et demi
1H1S,4H,
1H1S,Db,appel aux mineures
,1H,12-19HL
1HDb,2H,6-10HLD
1HDb,2N,4!h 11-12HLD (Truscott)
1HDb,3H,max 8H
1HDb,3N,4!h 13-16HLD (super Truscott)
1HDb,4H,
1HDb,Rd,10+H
1H--,1N,6-10HL sans 4!s
1H--1N--,2C,12-18HL
1H--1N--2C--,2D,
1H--1N--2C--,2H,
1H--1N--2C--2H--,2N,15-17H
1H--1N--,2D,12-18HL
1H--1N--2D--,2H,
1H--1N--2D--2H--,2N,15-17H
1H--1N--,2H,12-16HL
1H--1N--,2N,18-19H
1H--1N--,2S,17+HL
1H--1N--,3C,19+HL
1H--1N--,3D,19+HL
1H--1N--,3H,17-19HL
1H--1N--,3N,20+HL
1H--1N--,3S,19+HL 6!h-5!s
1H--1N--,4H,
1H--,1S,5+HL
1H--1S--,1N,12-15HL
1H--1S--1N--,2C,11+HL Roudi (constant)
1H--1S--1N--2C--,2D,12-13HL 2!s
1H--1S--1N--2C--,2H,12-13HL 3!s
1H--1S--1N--2C--,2N,14-15HL 2!s
1H--1S--1N--2C--,2S,14-15HL 3!s
1H--1S--,2C,12-19HL
1H--1S--2C--,2D,4e forcing
1H--1S--2C--,2H,6-10HL
1H--1S--2C--,2N,11-12HL
1H--1S--2C--,2S,6-10HL
1H--1S--2C--,3C,10-12HL
1H--1S--2C--,3D,13+HL 5!d-5!s
1H--1S--2C--,3H,16+HLD
1H--1S--2C--,3N,13-15HL
1H--1S--2C--,3S,11-12HL
1H--1S--2C--,4C,16+HL 5!c-5!s
1H--1S--2C--,4H,13-15HLD
1H--1S--2C--,4S,13-15HL
1H--1S--,2D,12-19HL
1H--1S--2D--,2H,6-10HL
1H--1S--2D--,2N,11-12HL
1H--1S--2D--,2S,6-10HL
1H--1S--2D--,3C,4e FM
1H--1S--2D--,3D,10-12HL
1H--1S--2D--,3H,16+HLD
1H--1S--2D--,3N,13-15HL
1H--1S--2D--,3S,11-12HL
1H--1S--2D--,4C,16+HL 5!c-5!s
1H--1S--2D--,4D,16+HL 5!d-5!s
1H--1S--2D--,4H,13-15HLD
1H--1S--2D--,4S,13-15HL
1H--1S--,2H,12-19HL
1H--1S--,2N,18-19H 2-3!s
1H--1S--,2S,12-16HLD
1H--1S--,3C,20+HL
1H--1S--,3D,20+HL
1H--1S--,3H,18-19HL
1H--1S--,3N,18-19H 4!s
1H--1S--,3S,17-19HLD
1H--1S--,4C,4!s 0-1!c
1H--1S--,4D,4!s 0-1!d
